date,customer_id,customer_name,salesperson,product,quantity,unit_price
2020-09-13,221,Jacob Leblanc,Zolile,Smartphone,1,760
2021-08-10,612,Jacqueline Hamilton,Nolo,Wireless Earbuds,5,200
2021-02-25,111,Melissa Hall,Mbali,Smartwatch,3,200
2020-07-06,783,David Bennett,Mbali,Portable Speaker,1,230
2023-09-07,584,Richard Martin,Andiswa,Digital Camera,3,780
2023-07-12,76,Sharon Wall,Mbali,Robot Vacuum Cleaner,4,250
2020-12-20,287,Heather Garcia,Segun,Smartwatch,1,200
2021-02-19,814,Kristen Aguilar,Zolile,Bluetooth Keyboard,3,100
2022-08-22,204,Benjamin Lee,Andiswa,E-reader,5,120
2020-03-05,40,Tiffany Webster,Oludare,VR Headset,4,500
2021-11-26,153,Laura Villarreal,Andiswa,Smartwatch,3,200
2023-01-26,327,Brianna Flores,Oludare,E-reader,5,120
2020-12-03,307,Cassandra Jordan,Zolile,Robot Vacuum Cleaner,5,250
2019-09-10,726,Robert Snyder,James,Printer,1,300
2020-07-15,690,Joshua Mccarthy,Segun,External Hard Drive,5,120
2021-04-21,921,Shannon Carpenter,Buhari,Drone,4,1300
2023-06-15,672,Norma Kelly,Edmund,Smartphone,5,760
2019-05-05,537,Lawrence Lyons,Mbali,Smartwatch,2,200
2019-03-04,971,Willie Medina,Segun,Digital Camera,1,780
2019-08-27,429,Amber Mitchell,Oludare,External Hard Drive,2,120
2019-12-30,794,Lindsay Lester,Nolo,Smartphone,2,760
2022-06-04,575,Daniel Solis,Zolile,Printer,5,300
2020-06-05,980,Penny Peterson,Oludare,Smart TV,5,700
2019-09-02,363,Jason Rodriguez,James,Drone,4,1300
2022-02-15,253,Amanda Martin,James,Bluetooth Keyboard,3,100
2022-04-30,997,Alicia Collins,James,Wireless Earbuds,2,200
2020-06-17,501,Bruce Nelson,Zolile,Printer,3,300
2019-05-17,957,Stephen Vega,James,Wireless Earbuds,1,200
2021-04-24,557,Tracy Adams,Mbali,E-reader,3,120
2020-09-04,824,Andrew Harris,Oludare,Wireless Earbuds,1,200
2021-03-09,732,Heather Stevens,Segun,Portable Speaker,4,230
2021-01-30,766,Albert Bailey,Nolo,Digital Camera,2,780
2021-02-18,278,Kathleen Martin,Andiswa,Gaming Console,2,987
2020-08-03,759,John Hanson,Edmund,Fitness Tracker,1,430
2019-10-07,544,Andre Jones,Edmund,Fitness Tracker,1,430
2022-04-16,339,Thomas Simmons,Nolo,Desktop Computer,2,1200
2019-02-01,564,Kimberly Bowman,Oludare,External Hard Drive,4,120
2021-04-13,205,Rachel Malone,James,VR Headset,3,500
2023-03-18,930,Amanda Whitaker,Segun,Smart Home Hub,2,200
2020-06-05,741,Courtney Mcguire,Buhari,Headphones,4,50
2021-11-14,181,Michael Hansen,Buhari,E-reader,4,120
2022-09-19,767,Drew Bryant,James,Smartphone,1,760
2019-10-08,618,Sarah Ellison,Segun,VR Headset,3,500
2019-12-28,657,Margaret King,Andiswa,Robot Vacuum Cleaner,4,250
2022-08-31,138,Dawn Brock,Andiswa,Smart TV,3,700
2022-08-23,116,Pamela Madden,Zolile,Headphones,4,50
2022-09-04,736,Devin Daniels,Oludare,Laptop,3,1000
2023-07-03,582,Roy Copeland,Edmund,Headphones,5,50
2019-02-20,919,Courtney Hill,Mbali,External Hard Drive,5,120
2021-03-04,411,Lauren Oliver,Segun,Headphones,2,50
2023-04-26,959,Scott Woods,Edmund,Laptop,3,1000
2022-08-21,458,Joshua Smith,James,VR Headset,3,500
2019-09-02,587,Annette Sosa,Buhari,Gaming Console,3,987
2021-12-08,64,Thomas Stone,Segun,Smart TV,3,700
2021-12-25,703,Julie Wheeler DDS,Andiswa,Wireless Earbuds,1,200
2021-08-01,964,Robert Allen,James,Portable Speaker,5,230
2024-01-20,981,Jesse Nichols,Oludare,Printer,2,300
2022-10-23,621,Megan Freeman,Zolile,External Hard Drive,5,120
2023-08-20,776,Amanda Carter,Andiswa,Digital Camera,2,780
2019-05-18,611,Jeffrey Mitchell,Segun,Robot Vacuum Cleaner,4,250
2021-11-04,371,Travis Stanley,Segun,Smart Home Hub,1,200
2021-08-16,561,Lisa Li MD,Andiswa,Digital Camera,5,780
2022-09-27,169,Rodney Curtis,Zolile,Robot Vacuum Cleaner,4,250
2021-09-10,211,Becky Brown,Nolo,Tablet,5,900
2020-05-11,57,Sandra Johnson,Nolo,Smartwatch,5,200
2023-11-21,578,Sharon Butler,Buhari,Bluetooth Keyboard,4,100
2022-09-23,316,Michael Hart,Buhari,E-reader,3,120
2023-03-04,764,Robert Contreras,Edmund,Smart Home Hub,1,200
2020-10-18,353,Barbara Sheppard,Segun,Bluetooth Keyboard,1,100
2019-03-17,71,Mr. Kyle Johnson,Nolo,Smartphone,3,760
2021-04-12,788,Robert Johnson,Oludare,External Hard Drive,3,120
2020-04-23,392,Nicholas Sanchez,Nolo,E-reader,4,120
2023-02-05,988,Sarah Clark,Andiswa,Smartwatch,3,200
2019-04-07,551,Michael Young,Mbali,Robot Vacuum Cleaner,2,250
2019-08-21,229,Karina Allen,Buhari,Laptop,3,1000
2019-11-09,737,Stephanie Hensley,Andiswa,External Hard Drive,5,120
2022-11-12,236,Kevin Mora,Edmund,Smart TV,3,700
2023-10-18,194,Leah Hansen,Segun,Smartphone,4,760
2023-12-28,959,Scott Woods,Buhari,Fitness Tracker,2,430
2022-08-09,609,Kristen Brown,Buhari,Smart TV,5,700
2020-05-17,894,Leslie Cortez,Buhari,Fitness Tracker,1,430
2021-10-03,240,Erika Hughes,Andiswa,Digital Camera,1,780
2021-03-01,297,Micheal Morgan,Edmund,Smart Home Hub,3,200
2019-08-07,792,Justin Jackson,Zolile,Fitness Tracker,3,430
2021-08-26,677,Alicia Turner,Andiswa,Fitness Tracker,4,430
2022-09-22,63,Michael Fox,Andiswa,Smart Home Hub,2,200
2023-09-21,438,Mr. James Benton,Andiswa,Printer,1,300
2023-03-06,965,Brian Downs,Mbali,Robot Vacuum Cleaner,3,250
2020-02-06,419,Nicholas Moss,Oludare,Wireless Earbuds,4,200
2023-08-10,551,Michael Young,Nolo,Fitness Tracker,2,430
2021-11-27,725,Lisa Harris,Oludare,Smart TV,1,700
2019-05-31,992,Melinda Adams,Mbali,Bluetooth Keyboard,5,100
2023-12-05,249,Diana Elliott,James,Digital Camera,3,780
2019-11-03,945,David Rollins,Nolo,Portable Speaker,1,230
2023-08-15,850,Scott Nichols,Edmund,Smartphone,3,760
2021-01-30,620,April Jordan,Buhari,Tablet,2,900
2021-07-16,602,Ralph Ross,Andiswa,Digital Camera,4,780
2021-11-02,929,David Gray,Zolile,Wireless Earbuds,1,200
2022-09-18,195,Jamie Hudson,Segun,Printer,2,300
2023-06-13,721,Curtis Robinson,Edmund,E-reader,2,120
2019-10-24,795,Tammy Park,James,E-reader,4,120
2021-09-15,368,Rachel Melton,James,Gaming Console,3,987
2023-08-19,510,Laura Moore,Nolo,Desktop Computer,4,1200
2022-08-16,328,Andrew Terrell,Edmund,Portable Speaker,3,230
2019-06-10,577,Matthew Long,Edmund,Smartwatch,1,200
2019-07-05,958,Shannon Arias,Mbali,Wireless Earbuds,2,200
2021-11-16,236,Kevin Mora,Mbali,Smart Home Hub,2,200
2021-10-25,671,Crystal Larson,Zolile,Gaming Console,4,987
2020-09-08,658,Kelsey Perez,Nolo,Smart TV,2,700
2023-01-25,361,Samantha Hopkins,Oludare,Smartwatch,5,200
2022-02-06,939,George Foster,Andiswa,Smartphone,5,760
2023-07-10,868,David Wilson,Segun,Smartphone,1,760
2023-05-01,863,Yesenia Morris,Edmund,Tablet,2,900
2019-02-07,518,James Smith MD,Nolo,Portable Speaker,1,230
2019-09-15,683,Kimberly Kelly,Nolo,Printer,1,300
2021-07-17,565,Marie Walker,Mbali,Laptop,1,1000
2020-03-12,282,Amanda Henson,Andiswa,Wireless Earbuds,1,200
2023-03-07,715,Sarah Bates,Mbali,Headphones,1,50
2021-07-08,537,Lawrence Lyons,Oludare,Fitness Tracker,2,430
2023-07-26,259,Michael Hart,Zolile,Gaming Console,4,987
2019-08-14,983,Courtney Valdez,Mbali,Smart TV,5,700
2019-03-24,714,Rachel Smith,Edmund,Wireless Earbuds,1,200
2021-06-30,879,Lindsey Glenn,Buhari,Tablet,4,900
2020-12-03,566,Benjamin Perez,Nolo,Smartphone,1,760
2022-01-08,85,Ms. Jacqueline Anderson,Nolo,External Hard Drive,3,120
2021-03-01,879,Lindsey Glenn,Segun,Robot Vacuum Cleaner,1,250
2022-12-19,923,Gregory Smith,Nolo,Gaming Console,1,987
2019-06-05,701,Brian Atkinson,James,Bluetooth Keyboard,5,100
2020-10-13,184,Samantha Robertson,Zolile,Laptop,2,1000
2023-09-12,771,Scott Wagner,Mbali,Tablet,3,900
2020-08-12,247,Jason Gates,Mbali,Bluetooth Keyboard,3,100
2023-09-17,758,Jennifer Fernandez,Oludare,Tablet,5,900
2019-04-07,355,Erin Woods,Buhari,Desktop Computer,4,1200
2020-03-19,78,Michael Calderon,Zolile,Drone,5,1300
2020-10-20,407,Traci Cummings,Zolile,Laptop,3,1000
2021-11-02,462,Michael Frost,Nolo,Fitness Tracker,3,430
2021-01-05,385,Mrs. Monica Mitchell,Mbali,Headphones,5,50
2020-09-27,88,Donna Hardy,James,Fitness Tracker,1,430
2019-02-26,158,Kayla Lin,Mbali,Smartwatch,4,200
2021-05-30,110,Theresa Richard,Segun,Laptop,3,1000
2023-01-01,780,Stephen Rogers,James,Desktop Computer,2,1200
2019-10-07,442,Robert Jefferson,Nolo,Bluetooth Keyboard,5,100
2021-02-26,106,Matthew Trujillo,Buhari,Tablet,3,900
2021-08-29,612,Jacqueline Hamilton,Zolile,E-reader,1,120
2021-08-02,398,Jason Young,Segun,Bluetooth Keyboard,2,100
2019-08-26,174,Charles Ramos,Mbali,Headphones,2,50
2019-12-19,275,Carl Scott,Nolo,Smartwatch,1,200
2020-02-26,283,Todd Burns,Mbali,Wireless Earbuds,4,200
2020-05-18,370,Erin Reed,James,Fitness Tracker,4,430
2020-05-27,201,Robert Matthews,Nolo,Desktop Computer,2,1200
2020-10-23,972,Melanie French,Mbali,VR Headset,5,500
2022-04-19,883,Marvin Macdonald,Zolile,Smart TV,3,700
2022-04-18,844,Laura Lamb,Oludare,Wireless Earbuds,3,200
2021-02-17,712,Kristen Walker,Edmund,Printer,3,300
2021-07-06,408,Monica Jenkins MD,Zolile,Wireless Earbuds,4,200
2021-06-18,801,Amber Wallace,Edmund,VR Headset,4,500
2021-04-10,805,Kaylee Callahan,Mbali,Portable Speaker,1,230
2019-09-20,205,Rachel Malone,Andiswa,Headphones,5,50
2022-03-21,745,Heidi Lopez,Nolo,Digital Camera,4,780
2021-08-14,852,Jennifer Patton,Segun,External Hard Drive,4,120
2023-05-09,311,Michael Bradford,Edmund,Gaming Console,2,987
2022-03-09,809,Jonathan Austin,Mbali,Tablet,4,900
2022-12-02,491,Kevin Moreno,Mbali,Bluetooth Keyboard,5,100
2020-11-27,891,Priscilla Skinner MD,Mbali,Bluetooth Keyboard,1,100
2022-03-20,369,Caleb Lee,Andiswa,Drone,1,1300
2020-09-17,255,Kathleen Ali,Zolile,Headphones,5,50
2020-10-14,661,Matthew Skinner,Mbali,VR Headset,4,500
2021-07-28,101,Mrs. Lauren Martin,James,Fitness Tracker,5,430
2021-04-18,572,Jacqueline Parker,Edmund,Smart TV,3,700
2022-05-23,791,Elizabeth Parker,Andiswa,Smartwatch,3,200
2021-09-15,495,Justin Stephens,Segun,Wireless Earbuds,4,200
2023-04-26,88,Donna Hardy,Segun,Smartwatch,3,200
2023-01-24,467,Scott Delacruz,Edmund,Robot Vacuum Cleaner,4,250
2023-08-31,100,Frank Fischer,Nolo,Smart TV,3,700
2023-02-03,46,Angela Lewis,Segun,Laptop,3,1000
2019-07-08,694,Adam Clark,Oludare,Fitness Tracker,5,430
2020-07-08,164,Amanda Bradford,Zolile,Bluetooth Keyboard,4,100
2020-12-24,238,Amy Ford,Mbali,Headphones,2,50
2022-07-10,443,Victoria Gonzalez,Mbali,Laptop,5,1000
2021-08-12,461,Anthony Duncan,Mbali,E-reader,1,120
2023-07-22,211,Becky Brown,James,Tablet,5,900
2019-09-09,893,Emily Newton,Andiswa,Headphones,3,50
2022-03-03,469,Anthony Medina,Segun,Gaming Console,4,987
2022-04-10,655,Scott Perez,Zolile,Drone,4,1300
2019-11-27,602,Ralph Ross,Segun,Portable Speaker,3,230
2023-04-30,633,Elizabeth Lee,Oludare,Wireless Earbuds,5,200
2023-12-16,689,Richard Stevens,Oludare,VR Headset,1,500
2023-05-24,120,Marcus Davis,Oludare,Portable Speaker,2,230
2024-01-27,429,Amber Mitchell,Oludare,Smart Home Hub,4,200
2021-06-16,499,Billy Lee,Andiswa,Headphones,5,50
2019-07-03,296,Rachel Perez,Oludare,Headphones,3,50
2021-09-02,635,Raymond Clark,Buhari,Portable Speaker,1,230
2020-08-27,200,Jonathan Moore,Mbali,Bluetooth Keyboard,5,100
2020-09-26,419,Nicholas Moss,Nolo,External Hard Drive,4,120
2019-06-30,85,Ms. Jacqueline Anderson,Buhari,Fitness Tracker,3,430
2023-04-21,231,James Miller,Andiswa,Wireless Earbuds,2,200
2021-09-07,580,Jacob Smith,Nolo,Bluetooth Keyboard,5,100
2019-03-11,117,Matthew Rodriguez,James,Bluetooth Keyboard,3,100
2023-12-06,775,Mary Grimes,Buhari,Smart TV,5,700
2019-03-14,436,Anthony Lewis,Segun,Fitness Tracker,3,430
2020-04-19,34,Levi Perry,Nolo,Gaming Console,3,987
2020-08-14,90,Kathleen Tucker,Nolo,Desktop Computer,2,1200
2023-12-08,756,Donald Glover,Zolile,Drone,4,1300
2022-06-23,143,Patricia Warren,Edmund,Digital Camera,1,780
2022-03-19,546,Veronica Case,James,Drone,5,1300
2019-12-21,721,Curtis Robinson,James,Wireless Earbuds,5,200
2021-10-17,879,Lindsey Glenn,Andiswa,Desktop Computer,2,1200
2023-05-07,805,Kaylee Callahan,Mbali,Smartphone,3,760
2021-07-16,130,Thomas Jenkins,Oludare,Fitness Tracker,2,430
2022-07-18,849,Robert Zavala,Edmund,E-reader,4,120
2023-08-02,648,Cynthia Montes,James,External Hard Drive,4,120
2023-09-30,649,Robert Ruiz,Segun,E-reader,5,120
2020-12-02,712,Kristen Walker,Zolile,Smart TV,4,700
2020-01-06,3,Becky Williamson,Segun,Smart TV,3,700
2019-05-18,815,Matthew Cooper,Andiswa,E-reader,2,120
2022-01-22,845,Samantha Smith,Edmund,Printer,3,300
2021-02-27,291,Jennifer Tucker,Zolile,Bluetooth Keyboard,5,100
2021-02-02,873,Larry Banks,Nolo,VR Headset,1,500
2021-03-12,642,Michelle Knight,Nolo,Laptop,1,1000
2023-09-06,162,Madison Hubbard,Nolo,Smart TV,1,700
2020-04-10,439,Keith Bauer,Edmund,Smartwatch,3,200
2019-09-28,956,Rebecca Castillo,James,Tablet,3,900
2023-11-02,381,Michael Jackson,Oludare,Smartphone,4,760
2022-05-14,744,Justin Mcguire,Edmund,External Hard Drive,1,120
2020-11-02,2,Danielle Olson,Edmund,Printer,1,300
2020-01-31,232,Jasmine Watts,Andiswa,Smart TV,1,700
2019-08-22,352,Anthony Davidson,Segun,External Hard Drive,2,120
2019-05-26,235,Derrick Clark,Mbali,Tablet,1,900
2022-08-21,377,Kevin Howard,James,Smartwatch,4,200
2019-12-27,772,Brenda Maldonado,Oludare,Smartwatch,1,200
2019-08-14,9,Traci Conner,Oludare,Smart TV,3,700
2023-12-03,644,Hunter Gutierrez,Oludare,External Hard Drive,5,120
2019-08-06,881,David Strong,Edmund,Tablet,1,900
2020-12-18,127,Patricia Morales,Mbali,Portable Speaker,4,230
2023-10-28,144,Cassandra Nelson,Edmund,Gaming Console,1,987
2021-05-10,616,Darrell Barrett,James,Laptop,3,1000
2021-12-30,622,Tanya Palmer,Andiswa,Digital Camera,4,780
2021-09-16,56,Abigail Miller,Edmund,Printer,4,300
2022-03-22,512,Felicia Coleman,Segun,Robot Vacuum Cleaner,1,250
2019-07-19,957,Stephen Vega,Zolile,Smartwatch,4,200
2020-05-07,583,Michael Cooke,Mbali,Portable Speaker,5,230
2022-03-18,782,Scott Mccoy,Nolo,Tablet,1,900
2023-05-04,15,Daniel Wallace,James,Digital Camera,1,780
2021-12-05,972,Melanie French,Mbali,Robot Vacuum Cleaner,3,250
2021-11-11,514,Melissa Hanson,Mbali,External Hard Drive,4,120
2020-10-15,550,Kendra Barton,Andiswa,Drone,2,1300
2023-11-06,318,Thomas Mcfarland,Segun,Robot Vacuum Cleaner,2,250
2023-11-17,160,Bobby Knight,Andiswa,VR Headset,4,500
2021-09-13,782,Scott Mccoy,Segun,Wireless Earbuds,4,200
2019-06-06,867,Shannon Cruz,Edmund,Smartphone,2,760
2022-12-05,445,Ronald White,Segun,Smart TV,5,700
2022-09-19,317,Ryan Ryan,Oludare,Desktop Computer,1,1200
2022-11-26,719,Johnny Bauer,Buhari,Headphones,4,50
2023-07-14,536,William Fuller,Andiswa,Gaming Console,2,987
2022-08-27,768,Diana Jimenez,James,Desktop Computer,1,1200
2020-03-08,440,Nancy Watson,James,Robot Vacuum Cleaner,1,250
2019-03-07,999,Nancy Griffin,Segun,Printer,4,300
2020-08-10,57,Sandra Johnson,Nolo,Smart Home Hub,2,200
2019-10-19,262,Steven Walker,Segun,Smart Home Hub,1,200
2019-03-17,522,Mark Harris,Buhari,Smartphone,1,760
2020-02-01,484,Lisa Tate,Zolile,E-reader,2,120
2020-09-12,984,Hayley Nguyen,Buhari,Bluetooth Keyboard,4,100
2019-10-31,255,Kathleen Ali,Mbali,VR Headset,3,500
2020-03-15,586,Cheryl Richardson,Zolile,Desktop Computer,5,1200
2020-02-04,54,Maurice Carlson,Oludare,Fitness Tracker,5,430
2021-04-27,977,Paul Vaughan,Mbali,Tablet,4,900
2022-03-14,793,Gregory Davis,James,VR Headset,1,500
2023-12-01,9,Traci Conner,Zolile,Digital Camera,3,780
2021-09-23,312,Danielle Johnson,Edmund,Smart TV,3,700
2021-11-21,506,Elizabeth Nguyen,Edmund,Bluetooth Keyboard,2,100
2019-12-10,955,Chad Lewis,Mbali,Laptop,2,1000
2021-03-08,652,Tiffany Travis,Buhari,VR Headset,1,500
2023-04-09,386,Nicole Richardson,James,Desktop Computer,2,1200
2023-08-05,244,William Potts,Mbali,Printer,1,300
2020-03-24,146,Mark Martin,James,Tablet,1,900
2024-01-16,919,Courtney Hill,Andiswa,External Hard Drive,3,120
2022-06-30,766,Albert Bailey,Segun,Smart Home Hub,1,200
2019-03-16,653,Sheila Martinez,Mbali,Tablet,5,900
2019-10-26,446,Veronica Andrews,Oludare,Fitness Tracker,3,430
2023-01-24,323,Alexander Morse,Mbali,VR Headset,3,500
2021-03-18,240,Erika Hughes,Segun,Digital Camera,2,780
2020-04-25,599,Jared Nolan,Segun,Smartwatch,1,200
2019-11-26,478,Emily Wong,Zolile,External Hard Drive,1,120
2023-06-18,988,Sarah Clark,Edmund,Smart TV,3,700
2019-10-21,873,Larry Banks,Segun,Tablet,2,900
2021-04-09,312,Danielle Johnson,Buhari,Digital Camera,3,780
2021-11-08,729,Aimee Summers,Edmund,Portable Speaker,4,230
2022-05-03,694,Adam Clark,James,Gaming Console,2,987
2019-04-29,415,Jeremy Lloyd,Nolo,Bluetooth Keyboard,5,100
2019-10-08,474,John Ford,Segun,Smartwatch,1,200
2022-04-09,851,Dale Arnold,Edmund,Smartwatch,2,200
2019-11-22,382,Susan Rocha,Segun,Smart Home Hub,5,200
2019-05-26,833,Kristie Alexander,Segun,Laptop,1,1000
2021-08-02,662,Alexandra Lindsey,Nolo,Smartwatch,1,200
2019-12-10,850,Scott Nichols,Zolile,Desktop Computer,1,1200
2019-06-05,52,Jose Smith,Oludare,Smart Home Hub,4,200
2021-05-20,405,Jose Pruitt,Nolo,Laptop,4,1000
2019-09-05,177,Jeffrey Henry,Zolile,Digital Camera,2,780
2020-11-03,457,Scott Daniels,Oludare,Smartphone,5,760
2022-10-24,252,Claudia Henry,James,Printer,4,300
2020-11-26,491,Kevin Moreno,Buhari,Tablet,3,900
2020-07-02,430,Donna Blanchard,Edmund,Robot Vacuum Cleaner,2,250
2023-12-29,822,Holly Arellano,Andiswa,Laptop,4,1000
2022-03-13,368,Rachel Melton,Nolo,Bluetooth Keyboard,4,100
2022-08-08,580,Jacob Smith,Andiswa,VR Headset,4,500
2023-01-16,27,Mark Ferguson,Zolile,Drone,2,1300
2023-11-11,831,Laura Reyes,James,Smartphone,4,760
2021-10-20,786,Steven Miles,Edmund,Headphones,1,50
2019-07-04,247,Jason Gates,James,Bluetooth Keyboard,1,100
2019-11-09,971,Willie Medina,Edmund,Smart Home Hub,4,200
2021-08-17,860,Jonathan Barrett,Oludare,Headphones,2,50
2019-07-20,826,John Lester,Zolile,Smart Home Hub,1,200
2021-10-23,361,Samantha Hopkins,Oludare,Smart Home Hub,2,200
2023-10-23,830,Danielle Green,Nolo,Bluetooth Keyboard,3,100
2023-05-29,39,Stephen Jones,Segun,Smartphone,2,760
2021-06-10,21,Jim Burns,Andiswa,Printer,1,300
2022-10-13,629,Shane Hanson,Edmund,Smartwatch,3,200
2022-05-22,941,Anthony Davis,Zolile,Smartphone,1,760
2019-08-17,722,Darrell Kirby,Oludare,Desktop Computer,5,1200
2021-01-22,984,Hayley Nguyen,Segun,Portable Speaker,4,230
2020-05-24,345,Eric Mathis,James,VR Headset,2,500
2021-09-29,750,John Guerra,Mbali,Printer,3,300
2022-10-07,992,Melinda Adams,Andiswa,Drone,3,1300
2022-01-26,604,Rebecca Webster,Oludare,E-reader,3,120
2020-09-05,302,Kimberly Torres,Oludare,Headphones,1,50
2021-05-21,972,Melanie French,Mbali,Smart Home Hub,1,200
2020-01-05,326,Valerie Lindsey,Edmund,Smart Home Hub,1,200
2019-04-29,145,Tracey Alexander,Zolile,Tablet,2,900
2019-02-18,328,Andrew Terrell,Oludare,Tablet,3,900
2020-11-11,272,Sandra Hobbs,Edmund,Fitness Tracker,1,430
2023-12-26,806,Sherri Moore,Segun,Laptop,1,1000
2023-04-21,751,Jacob Swanson,Mbali,Headphones,4,50
2019-02-09,388,Monica Rivera,Zolile,Bluetooth Keyboard,4,100
2020-09-03,491,Kevin Moreno,Edmund,Headphones,4,50
2023-01-03,867,Shannon Cruz,Buhari,Wireless Earbuds,1,200
2022-04-20,975,Cathy Vasquez,Segun,Tablet,3,900
2022-09-06,385,Mrs. Monica Mitchell,Oludare,Tablet,5,900
2023-12-11,96,Lauren Weaver,Zolile,Drone,5,1300
2020-11-14,722,Darrell Kirby,Buhari,External Hard Drive,2,120
2023-05-30,445,Ronald White,Oludare,Smartphone,1,760
2019-10-31,998,Tina James,Edmund,External Hard Drive,5,120
2023-07-12,748,Michael Harris,Andiswa,Gaming Console,3,987
2019-08-07,99,Matthew Zavala,Buhari,E-reader,5,120
2022-01-30,503,Mrs. Emily Bennett,Oludare,Smartphone,3,760
2019-04-05,90,Kathleen Tucker,James,Drone,4,1300
2019-05-25,27,Mark Ferguson,Edmund,Headphones,3,50
2019-12-13,485,Cynthia Fisher,Segun,Wireless Earbuds,4,200
2023-03-26,917,Andrea Castro,James,Tablet,5,900
2020-12-09,380,Joseph Johnson,Mbali,Portable Speaker,2,230
2020-07-12,270,Toni Riddle,Nolo,Smart TV,3,700
2021-02-25,276,Tracy Harrison,Buhari,Smartwatch,1,200
2021-07-07,353,Barbara Sheppard,Andiswa,External Hard Drive,5,120
2020-06-22,63,Michael Fox,Mbali,Robot Vacuum Cleaner,4,250
2021-10-28,704,Justin Hines,Nolo,Smart Home Hub,2,200
2020-06-03,81,Jenna Fox,Mbali,Smartphone,5,760
2023-12-09,530,Kathleen Lamb,Oludare,Desktop Computer,4,1200
2021-03-27,172,Sarah Madden DDS,Edmund,Digital Camera,2,780
2019-01-31,81,Jenna Fox,Mbali,Digital Camera,2,780
2021-06-16,265,Anthony Barnett,Zolile,Tablet,1,900
2021-09-10,407,Traci Cummings,Andiswa,VR Headset,3,500
2022-09-29,940,Joshua Davis,Buhari,Drone,5,1300
2020-06-04,430,Donna Blanchard,Segun,External Hard Drive,2,120
2020-01-18,603,Laura Evans,Segun,Desktop Computer,5,1200
2021-02-03,805,Kaylee Callahan,James,Bluetooth Keyboard,3,100
2022-04-10,271,Chad Olson,Mbali,Printer,5,300
2022-10-05,39,Stephen Jones,Oludare,Gaming Console,4,987
2021-02-26,624,Travis Black,Mbali,Smartphone,4,760
2020-05-05,340,Jennifer Martin,Edmund,Smartphone,4,760
2023-09-26,919,Courtney Hill,Zolile,Laptop,3,1000
2021-06-15,311,Michael Bradford,James,Gaming Console,4,987
2023-03-25,702,John Austin,Segun,Fitness Tracker,2,430
2023-02-20,762,Leslie Collins,Nolo,VR Headset,3,500
2023-08-03,620,April Jordan,Segun,Digital Camera,4,780
2019-10-09,844,Laura Lamb,Mbali,Printer,5,300
2021-03-22,841,Carlos Banks,Buhari,Robot Vacuum Cleaner,2,250
2020-08-03,727,Timothy Hampton,Andiswa,E-reader,2,120
2022-07-26,537,Lawrence Lyons,Buhari,Headphones,2,50
2022-11-30,206,Melissa Pitts,Buhari,Fitness Tracker,1,430
2019-08-07,941,Anthony Davis,Zolile,Digital Camera,3,780
2023-09-03,476,Stephanie Schwartz,Andiswa,E-reader,1,120
2021-05-21,248,Tammy Miller,Zolile,Printer,5,300
2020-02-19,984,Hayley Nguyen,Nolo,Smart Home Hub,5,200
2021-11-04,168,Robert Martinez,James,Tablet,3,900
2022-11-06,51,Daniel Dean,Oludare,Smart Home Hub,2,200
2022-05-10,663,Calvin Smith,Edmund,Digital Camera,3,780
2020-07-19,526,Melissa Martin,Buhari,Laptop,4,1000
2020-10-06,663,Calvin Smith,Oludare,Drone,1,1300
2023-04-08,623,Jeff Snyder,James,Gaming Console,4,987
2023-01-19,873,Larry Banks,Zolile,Smart TV,3,700
2020-03-21,310,Lisa Smith,Andiswa,Drone,4,1300
2019-06-08,8,Larry Barnett III,Andiswa,Portable Speaker,5,230
2021-03-12,624,Travis Black,James,Wireless Earbuds,1,200
2021-05-02,345,Eric Mathis,James,VR Headset,3,500
2019-07-25,729,Aimee Summers,James,Digital Camera,2,780
2021-08-02,247,Jason Gates,Buhari,Drone,4,1300
2023-01-31,698,Monica Roach,Oludare,Laptop,4,1000
2020-06-02,266,Mark Miller,Mbali,E-reader,4,120
2019-06-16,598,Emma Smith,Edmund,VR Headset,2,500
2023-02-18,654,Tammy Meyer,Nolo,Portable Speaker,5,230
2021-11-27,175,Lisa Murphy,Andiswa,Headphones,3,50
2023-01-16,132,Eric Mercer,James,Bluetooth Keyboard,2,100
2023-05-12,922,Allison Robinson,Zolile,Tablet,2,900
2019-12-11,763,Karen Braun,James,External Hard Drive,3,120
2022-05-11,600,Timothy Giles,James,Smart TV,1,700
2022-12-15,888,Nathan Williams,Segun,Printer,2,300
2019-08-22,889,Joseph Davis,Mbali,Robot Vacuum Cleaner,3,250
2020-04-22,892,Christine Good,Oludare,Smartwatch,2,200
2022-07-05,584,Richard Martin,Nolo,Smartwatch,3,200
2021-09-28,185,Michael Ochoa,Segun,Printer,3,300
2023-10-12,182,Ashley Roberts,Zolile,Smartphone,1,760
2023-01-18,215,Charles Castaneda,Oludare,Smart Home Hub,2,200
2020-08-07,782,Scott Mccoy,Segun,Smartwatch,5,200
2023-01-16,440,Nancy Watson,Mbali,External Hard Drive,4,120
2022-10-05,39,Stephen Jones,Andiswa,Digital Camera,3,780
2020-07-10,914,Richard Jackson,Zolile,Robot Vacuum Cleaner,2,250
2023-12-18,5,Michael Hernandez,Edmund,Fitness Tracker,3,430
2020-11-27,106,Matthew Trujillo,Mbali,Robot Vacuum Cleaner,5,250
